,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Date,Florida,Georgia,Guam,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
11/13/20,181941,6930,0.0,66834,112277,926558,103258,2020-11-13,710115,397772,0.0,45051,531055,209436,160989,110647,123195,161817,2507,86492,84097,256154,179304,122346,216509,36985,89624,18562,152,140618,28003,480161,284962,35267,0.0,258349,132636,46414,202861,35091,143004,51991,279175,1082777,124914,765,182764,105616,25032,281512,9621
11/14/20,183887,7078,0.0,67840,113840,935301,106991,2020-11-14,713869,400700,0.0,45923,541678,216650,165196,110665,126241,161817,2534,87663,85362,263062,186560,123612,225333,37989,91390,19153,266,142829,28510,485101,288571,36845,0.0,265306,135095,47219,205814,35624,144535,53578,283499,1093667,129354,824,184186,107403,25994,286277,9855
11/15/20,185526,7259,0.0,68724,114597,943709,110123,2020-11-15,721832,402703,0.0,46422,551986,222429,167665,110706,127585,163763,2591,88507,86058,263062,193033,124511,226112,39087,92639,19399,286,145180,28957,488842,291479,37482,0.0,272528,138548,47930,208818,36214,145677,54578,288932,1101568,131545,843,185231,108717,26700,291888,10119
11/16/20,186730,7366,0.0,69292,115708,952524,112808,2020-11-16,725711,403881,0.0,47154,563144,226991,170620,117402,128982,163001,2644,89247,87081,275214,199253,125046,230057,39864,95966,19971,300,146544,29425,492561,293269,38182,0.0,279191,141025,48559,214073,36671,146496,55352,296269,1110236,133123,891,187693,110735,27395,296171,10455
11/17/20,188103,7462,0.0,70150,117044,962107,116028,2020-11-17,731637,408016,0.0,48275,575002,231877,173874,117991,131658,165074,2722,90400,88180,282519,204289,125867,235180,40589,98007,20300,307,148781,30234,496674,296231,38893,0.0,285658,142370,49291,218607,37154,147509,56230,297892,1123408,135855,930,189589,111729,28119,303147,11056
11/18/20,190419,7629,0.0,70991,118578,973182,119370,2020-11-18,737995,411018,0.0,49009,583471,237087,177751,122994,134181,166845,2771,91318,89288,288254,208652,127322,239460,41594,100643,20538,353,151141,31272,501020,299382,39588,0.0,291432,145013,50194,223472,37415,148702,57419,301932,1137078,138325,955,191502,113393,28854,310937,11501
11/19/20,192507,7800,0.0,72205,120519,985565,123788,2020-11-19,745460,414296,0.0,49959,597512,243422,181391,123459,137478,168320,2820,92715,90422,295739,215347,128592,243446,42595,103097,21186,384,153346,32940,506123,303467,40408,0.0,298549,147589,51170,228518,37844,150086,58303,304477,1151179,141546,1019,193321,115091,29785,317617,11863
11/20/20,194634,7948,0.0,73441,122242,997198,128058,2020-11-20,752789,417563,0.0,50942,609986,249377,185325,128727,140841,172075,2888,93949,91546,305455,221141,130089,247859,43910,105280,21524,521,155275,34188,511098,306829,41352,0.0,306534,150225,52227,233740,38599,151625,59423,307626,1165161,145280,1067,195642,116502,30604,323907,12355
11/21/20,196649,8147,0.0,74338,123911,1011967,132541,2020-11-21,759570,423539,0.0,51531,621458,255315,188329,128932,144173,172075,2936,95256,92744,312669,226488,131931,252445,45026,106553,21864,536,157454,35241,516602,310032,42147,0.0,313716,153485,53471,237785,39541,153082,60362,311629,1178285,147851,1101,197772,118733,31501,330181,12484
11/22/20,198134,8293,0.0,75956,125021,1020390,135453,2020-11-22,764850,425796,0.0,51992,631210,260778,190581,128932,146147,174857,3007,96242,93563,312669,232613,132674,256402,46118,107498,22713,559,159438,36485,521450,314190,42899,0.0,321342,156517,54682,242346,40385,154122,61046,315760,1187218,150570,1145,199644,121778,32183,333751,12823
11/23/20,199506,8380,0.0,76983,125846,1033485,138203,2020-11-23,770095,427643,0.0,52949,639296,265705,193352,136150,148109,175675,3063,97031,94167,323636,237846,133334,259719,46726,109206,23551,582,161555,37500,527182,316466,43286,0.0,332289,159774,55619,247867,41015,155097,61702,319553,1195744,152368,1180,202625,124328,32718,336859,13411
11/24/20,201916,8549,0.0,77833,127591,1049389,141437,2020-11-24,777056,431152,0.0,53992,648274,270702,196036,136487,150508,178223,3126,97926,95353,330006,243323,133949,263463,47605,109206,24029,597,163965,38525,531475,319306,43771,0.0,340109,162253,56403,252644,41322,156411,62567,320796,1216380,154693,1193,204986,126716,33485,342730,13688
11/25/20,204046,8720,0.0,78815,129254,1063799,144596,2020-11-25,783931,434179,0.0,54966,659223,275940,199261,141258,153563,179188,3206,99332,96668,334352,248808,134927,267523,48509,110862,24373,621,166196,39355,536877,323227,44348,0.0,349969,165527,57289,257953,41471,157687,63704,322532,1233488,156182,1218,207485,129028,34258,348068,14053
11/26/20,206320,8986,0.0,79776,131247,1073783,149049,2020-11-26,783931,437614,0.0,54966,670872,281638,201100,141582,153563,179188,3274,100451,96668,334352,248808,136557,271704,49488,115867,24953,621,168687,40053,543230,323227,44897,0.0,349969,165527,57289,262918,41902,157687,63704,326627,1240832,156182,1218,209833,130676,35187,353120,14053
11/27/20,207128,9467,0.0,81061,132100,1086369,152134,2020-11-27,798374,440501,0.0,56061,678206,286595,202679,146007,158719,183264,3274,101595,98503,350528,253575,137490,274675,49589,116919,24971,347,170896,40999,550550,330633,45438,0.0,365578,168356,59186,269350,43099,159373,65532,330585,1245694,161204,1283,211200,132749,35887,354479,14580
11/28/20,208914,9742,0.0,82414,133300,1100754,155367,2020-11-28,803348,443426,0.0,56747,685838,290500,204635,146096,160914,183264,3272,102411,99688,358418,261247,138956,277044,50510,118117,25997,373,173382,41855,556661,333816,45840,0.0,371856,173969,60566,273987,43855,160835,66224,336724,1251703,162896,1289,214119,134426,36530,359493,14656
11/29/20,210885,9956,0.0,83589,134331,1114432,157925,2020-11-29,809469,445262,0.0,57173,692757,294259,206027,146096,163456,184651,3340,103454,100546,358418,268925,140662,280089,51340,119222,26384,379,175392,42526,561590,337375,46296,0.0,379038,175500,61911,277361,43955,161849,66937,339538,1265988,164294,1319,216296,136335,37446,363185,14875
11/30/20,212880,10209,0.0,83933,135233,1127917,160800,2020-11-30,814976,447186,0.0,57750,698690,299312,207798,150214,165383,184787,3409,104345,100931,368423,273863,142067,283647,51711,121077,26687,393,177378,43264,568534,339898,46592,0.0,385073,177438,62866,282073,44682,162901,67409,346596,1276093,165802,1335,218077,138215,38126,365664,15309
12/1/20,215668,10539,0.0,85970,136829,1142992,163831,2020-12-01,822347,451804,0.0,58622,710884,304126,209945,150511,169201,189064,3459,105923,102414,374574,276889,143134,286476,52434,122712,27121,431,180116,44270,574771,342605,46770,0.0,393378,179012,63815,286198,45320,164036,67789,351765,1290982,167875,1352,220074,140622,38871,369697,15540
12/2/20,219105,10951,0.0,87084,138660,1160804,166871,2020-12-02,830278,457277,0.0,59304,720281,309939,212839,154767,172449,191923,3514,106926,104566,381661,281258,145403,289069,53419,124919,27427,489,182635,45814,582150,346601,47040,0.0,400483,181463,65021,292950,45657,165552,68894,355504,1311156,171119,1425,222285,142510,39687,373717,15876
12/3/20,222097,11337,0.0,88309,140968,1180619,171432,2020-12-03,838993,462880,0.0,60204,730806,317476,215161,155068,175999,194155,3588,107875,107144,389110,286679,147442,292963,54098,126966,27853,510,185180,45795,591172,351854,47623,0.0,408682,182957,65932,301481,46018,167293,69929,359152,1329910,174406,1482,224147,144244,40562,378738,16194
12/4/20,225393,11783,0.0,89944,143294,1203165,175095,2020-12-04,847289,468979,0.0,61293,741011,324508,217734,160668,179185,196529,3653,109722,109394,397916,291326,149768,296839,55195,128466,28526,413,187928,46651,601661,356759,48065,0.0,417991,187378,67634,310640,46440,169672,70850,363179,1344260,176740,1515,226733,145786,41499,383909,16522
12/5/20,228363,12199,0.0,92279,145235,1229066,178820,2020-12-05,855765,473740,0.0,61934,750529,331277,219444,160885,182652,196529,3744,111475,111710,403854,296843,151518,301595,55754,130637,29067,420,190605,47622,611393,362370,48407,0.0,427611,191296,69168,318381,47280,172160,71647,367679,1358115,179786,1563,230092,147272,42594,389109,16637
12/6/20,230342,12532,0.0,94585,146606,1255507,181189,2020-12-06,862564,475699,0.0,62314,757899,337155,220638,160886,184963,199739,3783,112789,113645,403854,301707,152878,305186,56451,131851,29684,406,193681,48186,620398,368371,48614,0.0,434625,194169,70112,323514,48248,174520,72234,370426,1370357,181892,1610,233595,152400,43758,391935,16831
12/7/20,232366,12701,0.0,95862,147614,1278178,184217,2020-12-07,868969,480678,0.0,63090,766377,342151,221816,166076,186744,200550,3913,114009,114722,413025,306216,154073,307782,57043,133060,30029,467,195918,49008,627799,372402,48798,0.0,443181,195802,71145,330654,49022,176546,72666,377763,1377829,183753,1628,237046,155497,44676,394143,17164
12/8/20,236149,12876,0.0,98476,149553,1300855,186967,2020-12-08,875339,486024,0.0,64184,773851,346896,223579,166486,189523,202493,3999,115495,116779,419336,308804,155714,310862,57600,134435,30453,485,199027,49008,635393,376671,48798,0.0,467163,197872,72194,338481,49568,178409,73155,383307,1396936,185674,1652,240574,157631,45414,398350,17385
12/9/20,239262,13129,0.0,99732,151530,1332539,189928,2020-12-09,883068,491217,0.0,65245,781778,352037,225723,171337,192634,206048,4117,116744,119007,424339,312698,158257,313345,58268,135707,30890,488,201707,50478,643713,382753,50648,0.0,476494,199850,73154,344834,50103,180447,74020,390628,1411299,187734,1684,244415,159997,46495,402066,17627
12/10/20,243186,13347,0.0,101373,153451,1364423,193308,2020-12-10,892578,498441,0.0,66203,792493,357932,227780,171565,196539,207975,4210,118430,121335,430307,315768,160427,317091,58913,137454,31317,503,204476,51347,653491,388001,50960,0.0,487344,202105,74436,353718,50507,182210,74637,396034,1427240,190497,1709,247863,162549,47457,406302,17812
12/11/20,246472,13577,0.0,103821,155793,1396561,196694,2020-12-11,902373,504323,0.0,66998,801540,364202,228731,176677,199796,210187,4350,119842,123589,435660,319007,162574,318085,59724,138524,31933,536,206477,52264,663261,395054,51263,0.0,496854,205584,75631,363596,51722,185065,75486,402743,1443035,192250,1737,250910,165992,48219,410312,18126
12/12/20,249738,13744,0.0,106407,158025,1427361,199595,2020-12-12,911176,510482,0.0,67485,809953,370775,230011,176819,202987,210187,4449,121608,125868,440218,322825,164990,324516,60322,139289,32390,563,209720,53232,673020,400804,51484,0.0,507320,209045,76813,369417,52296,187961,76137,408960,1456420,195185,1756,254685,168030,49415,414589,18191
12/13/20,252107,14008,0.0,108270,159295,1461362,201540,2020-12-13,918787,515058,0.0,67783,816966,376098,231172,176819,205179,213818,4535,122992,127924,440218,325760,166411,327119,60960,140428,32802,570,212190,53948,682369,407199,51629,0.0,515962,212813,77575,376732,52858,190672,76717,419303,1465096,196889,1774,257639,169812,50285,417324,18438
12/14/20,254068,14116,0.0,112203,160473,1485460,203585,2020-12-14,926006,518608,0.0,68243,823931,380550,232155,181122,206780,214689,4640,124257,129584,447347,328377,167962,329882,60960,140873,33366,617,215009,54640,691451,411595,51737,0.0,523300,214662,78545,384702,53313,192795,77004,428704,1475932,198512,1792,260383,171192,51237,419509,18656
12/15/20,257067,14229,0.0,113206,162281,1515582,205221,2020-12-15,933981,525659,0.0,69146,830979,384339,233025,181366,209373,216955,4775,125605,131345,452527,330351,170050,332662,61519,142328,33575,638,217125,55218,699470,416379,51920,0.0,531343,216504,79387,391679,53658,194930,77314,436266,1496103,199989,1808,263208,172628,52260,423177,18824
12/16/20,260609,14497,0.0,114587,164199,1574540,207739,2020-12-16,943173,531894,0.0,69879,837817,389897,235331,185390,212026,219550,4986,126980,134072,456907,332290,172227,335202,62019,143522,33879,627,220385,56126,707899,421287,52089,0.0,536330,219340,80618,399205,53850,197097,78118,446782,1517450,202264,1829,266792,172628,53132,425624,18965
12/17/20,264541,14623,0.0,116131,166776,1616043,210439,2020-12-17,954116,539297,0.0,70571,846362,395477,236625,185659,215110,222523,5180,127989,136168,461214,334685,174338,338728,62685,144763,34235,605,222779,56995,718281,426709,52314,0.0,546837,221941,81636,406834,54728,199161,78639,454964,1534687,204752,1857,270305,175135,54437,429596,19161
12/18/20,269141,14816,0.0,118660,169247,1661868,213075,2020-12-18,964814,547055,0.0,71239,853502,400890,238869,190889,217988,225034,5293,129414,138561,465469,337057,176637,342020,63122,146038,34716,648,225001,57700,729360,434611,52585,0.0,555766,225154,82731,413534,55822,202626,79156,464455,1551604,206927,1876,273415,177569,55456,433128,19413
12/19/20,272756,14943,0.0,120320,171498,1697841,214952,2020-12-19,974597,552499,0.0,71632,860819,405056,240905,190932,221032,225034,5372,130610,140601,469465,339397,178227,345086,63685,146681,35258,658,227265,58405,738305,440322,52724,0.0,563714,228797,83964,419649,56706,205425,79671,464455,1565582,208736,1903,276610,179465,56598,437096,19457
12/20/20,274965,14976,0.0,122178,172755,1734537,216665,2020-12-20,981575,557917,0.0,72048,866644,410875,241232,190937,222595,227893,5416,131623,142366,469465,341752,180294,347192,64155,147617,35550,683,230013,58958,746718,446755,52847,0.0,571470,233289,84920,424131,57718,207778,80018,479090,1575328,210371,1923,280032,179465,57472,438937,19548
12/21/20,277007,15013,0.0,124523,174002,1770322,218125,2020-12-21,990733,561227,0.0,72505,871140,414324,242527,194829,224397,228802,5494,132811,143843,474240,343467,181390,350157,64285,148305,35855,708,232072,59330,755236,450928,52890,0.0,577554,235609,85544,431981,58067,209701,80326,488216,1588320,211866,1940,283767,182899,58290,440439,19754
12/22/20,281226,15202,0.0,126409,175662,1802401,220008,2020-12-22,999574,569897,0.0,73219,877086,417527,243942,195081,227178,231774,5592,133982,145839,477524,344932,183419,352227,64744,149474,36126,733,234550,59956,763608,455744,53092,0.0,584650,237537,86568,437665,58972,211614,80706,492213,1609745,213690,1957,287048,183837,59395,443093,19913
12/23/20,285412,15342,0.0,127985,178102,1843514,222268,2020-12-23,1009013,577304,0.0,73781,883622,421635,245573,199567,229804,234044,5821,135323,147981,481174,346222,185866,355100,65242,150756,36396,687,237288,60530,773103,460937,53263,0.0,591985,240755,87339,444997,59462,215017,81180,498867,1632069,215689,1974,291311,185734,60287,445850,20067
12/24/20,289068,15463,0.0,130217,180810,1878557,224508,2020-12-24,1019922,587049,0.0,74382,890357,427135,246949,199679,229804,236114,6076,136874,150496,481174,347841,187973,358266,65614,151425,36693,660,239819,61202,784631,460937,53410,0.0,600106,243680,88041,451993,59729,217280,81610,503714,1641012,217981,2002,295693,188240,61284,448838,20067
12/25/20,292214,15463,0.0,132261,182604,1896715,226242,2020-12-25,1019922,592805,0.0,74382,895930,432054,247486,199679,229804,236114,6145,138260,150496,481174,347841,189393,359819,65614,152209,37016,660,242531,61852,796043,460937,53565,0.0,600106,243680,88041,456295,60237,217280,81610,503714,1644180,217981,2002,299389,188240,62619,450352,20067
12/26/20,293057,15600,0.0,134235,183194,1953691,227238,2020-12-26,1034407,596709,0.0,74603,899112,435512,247950,199679,234583,236114,6145,139548,154050,488572,349708,190188,361748,66074,152370,37016,732,244552,62162,805851,478721,53649,0.0,610352,247258,89241,461361,61059,220445,82000,517065,1649585,220705,2063,300837,191219,63582,450999,20316
12/27/20,294937,15711,0.0,135262,184022,1987048,228264,2020-12-27,1040541,600037,0.0,74781,902737,437122,248409,199679,235925,238682,6265,140534,155604,488572,351890,191474,363138,66408,152995,37588,762,246073,62469,813009,481454,53699,0.0,615775,249674,90424,464649,61742,226395,82375,519974,1678358,221368,2091,304463,191219,63986,453266,20352
12/28/20,296851,15759,0.0,137264,185467,2021195,229400,2020-12-28,1047337,603796,0.0,75068,907000,439339,249630,205250,237221,239332,6455,141597,157253,491928,352821,193057,364642,66572,153853,37758,805,247880,62831,820374,485082,53747,0.0,619967,252719,91105,469443,62116,227936,82592,523378,1686969,222771,2117,306807,192892,64562,454720,20603
12/29/20,300128,15812,0.0,138340,187838,2055073,230694,2020-12-29,1057459,612763,0.0,75791,912232,442792,251115,205641,239893,242525,6632,142674,159196,495666,353666,194865,367415,66943,154735,38428,860,250031,63401,829346,488423,53909,0.0,626899,253790,91584,475564,63903,229950,83020,527665,1711714,224988,2145,310530,194698,65628,457278,20737
12/30/20,304455,15965,0.0,139701,190537,2085620,232468,2020-12-30,1068826,621304,0.0,76465,919319,446970,252700,211090,243262,247751,6775,144118,162300,500243,355415,197643,370112,67699,156162,38589,863,252546,64038,840843,496425,54134,0.0,634321,256665,92385,482014,63991,232277,83482,535148,1733385,227023,2174,314230,195813,66731,460101,20868
12/31/20,308219,16108,0.0,141858,192812,2114100,234757,2020-12-31,1083175,632488,0.0,77046,926951,452778,254211,211096,243262,250980,7035,145661,165553,500243,357410,200193,373772,67966,157612,38897,883,255087,64921,854465,502709,54304,0.0,643101,260123,93760,489084,64349,235316,83857,540621,1750928,230751,2218,319063,199519,67581,463852,21059
1/1/21,312090,16108,0.0,144124,196321,2156125,236759,2021-01-01,1083175,643066,0.0,77046,926951,458362,255384,215526,243262,250980,7251,147524,165553,500243,357410,202615,377485,67966,158506,39226,883,258033,65518,869339,502709,54467,0.0,643101,260123,93760,494055,64993,235316,83857,540621,1760523,230751,2218,323833,199519,69589,465813,21059
1/2/21,315349,16387,0.0,146607,197983,2205079,238244,2021-01-02,1109768,650202,0.0,77616,938430,463005,256208,215537,251153,250980,7377,149151,169827,509128,359625,204403,380146,68332,159038,39234,1147,261161,66152,883105,519979,54529,0.0,656246,264477,95739,500074,65746,239500,84448,556440,1778736,234750,2314,327466,199519,70836,466852,21154
1/3/21,317475,16477,0.0,150491,199660,2240393,239685,2021-01-03,1118635,655648,0.0,77814,942786,465649,256932,215537,253661,255695,7509,150220,171627,509128,361964,206042,382572,68720,159753,39780,902,263345,66570,893818,525976,54616,0.0,662536,271589,96856,503146,65936,246737,85048,560266,1794402,236238,2349,331981,206821,72048,469104,21313
1/4/21,319348,16576,0.0,151884,200798,2269519,241186,2021-01-04,1127934,660530,0.0,78252,947593,468751,258443,219240,255741,256668,7664,151623,173846,514294,364669,207533,383857,68982,160307,39983,962,263683,66946,903663,530874,54725,0.0,668105,273958,97401,507318,66463,249940,85139,563979,1808623,238031,2373,335408,207493,72698,470609,21522
1/5/21,323775,16646,0.0,153693,204335,2305169,243665,2021-01-05,1141051,670082,0.0,79079,954025,471671,260226,218103,257276,260262,7888,152712,175958,517135,366045,209162,386368,69588,161691,40223,979,267680,67420,915152,535803,54888,0.0,675054,275291,98144,514128,66913,252147,85499,568997,1840549,240791,2415,339500,209288,73693,474134,21676
1/6/21,327598,16786,0.0,155228,207454,2337825,245454,2021-01-06,1156014,677319,0.0,79848,961298,477187,262489,222934,262391,265569,8003,154383,178985,521735,368060,211786,388427,70127,163064,40444,1000,270181,68151,929296,542385,55117,0.0,682242,278119,98734,521050,67169,256399,86003,576188,1860904,243634,2460,344405,210929,74778,477790,21868
1/7/21,331848,16911,0.0,158183,210253,2380122,247923,2021-01-07,1172663,686667,0.0,80404,969725,483698,264710,222934,266842,269235,8110,155969,182358,525621,369783,211786,392879,70710,164128,40713,997,273557,69109,944685,552084,55323,0.0,691667,281403,99433,528434,67403,260260,86364,584294,1885828,247423,2535,349158,213664,75835,481911,22046
1/8/21,336103,17085,0.0,161265,212755,2421420,250410,2021-01-08,1188828,699341,0.0,81000,978666,489145,266111,227851,271156,271927,8456,157900,186052,529316,371874,216772,396703,71453,165121,41080,1001,276505,69852,961747,561279,55503,0.0,700388,285807,100775,536021,69111,264916,86752,590203,1907879,250504,2604,353877,217541,77402,485553,22352
1/9/21,340395,17206,0.0,164362,215260,2472334,252423,2021-01-09,1201709,710624,0.0,81472,985109,494396,267409,227851,275000,271927,8635,159995,189284,532014,374040,219726,400375,71884,166076,41459,973,279713,70613,977375,572108,55583,0.0,708124,289554,102078,542810,69572,269566,87022,595668,1926911,252635,2659,358920,220016,78703,488681,22389
1/10/21,342781,17311,0.0,166855,217459,2511845,253982,2021-01-10,1211989,718493,0.0,81660,989666,498680,267867,227851,277888,275926,8724,161836,191808,532014,375941,221803,402953,72115,166472,41784,988,282742,71185,991573,580189,55682,0.0,713739,295294,103079,547659,69993,273093,87369,602528,1943108,254593,2711,363524,220016,79910,490541,22448
1/11/21,344588,17345,0.0,168965,218532,2549079,255180,2021-01-11,1221473,725636,0.0,81950,994248,501981,268891,232531,279760,277094,8831,163325,193579,536829,376779,222941,404592,72403,167085,41915,1020,285686,71633,1003857,585797,55727,0.0,720980,298669,103820,553390,70284,275608,87513,605774,1965104,255929,2742,367697,224288,80783,492084,22798
1/12/21,347814,17406,0.0,171382,221246,2592938,256311,2021-01-12,1234064,734319,0.0,82535,1000634,504700,270226,232531,282457,280846,9034,164759,196181,539144,377956,224449,406693,72712,168046,42137,1195,287712,72072,1016669,592220,55810,0.0,728390,300604,104744,558611,71078,276948,87719,608954,1989500,257696,2804,371808,225620,81548,495062,23121
1/13/21,350518,17500,0.0,172857,223276,2623867,258152,2021-01-13,1245688,742436,0.0,83219,1006300,507903,271943,236569,286729,283025,9309,166081,199004,542086,379241,226290,408714,73161,169493,42393,1066,291516,72639,1029558,596988,55919,0.0,734584,303960,105764,564675,71267,281831,88101,613237,2015128,261495,2857,375977,227928,82448,497489,23256
0,,,,,,,,2021-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,2021-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,2021-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,2021-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,2021-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,2021-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,2021-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,2021-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,2021-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,2021-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,2021-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,2021-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,2021-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
